0 -0.00182439 0 0.0289956

1 -0.0329744 0 0.0609841

2 -0.0329709 0 0.0633701

3 -0.0643063 0 0.0985836

4 -0.127015 0 0.16743

5 -0.221122 0 0.271317

6 -0.284331 0 0.352004

7 -0.378913 0 0.470587

8 -0.442859 0 0.572972

9 -0.537828 0 0.714708

10 -0.6023 0 0.849467

11 -0.696869 0 1.0225

12 -0.820451 0 1.23156

13 -0.912443 0 1.45322

14 -1.03117 0 1.70234

15 -1.17552 0 1.97239

16 -1.28569 0 2.27835

17 -1.421 0 2.58659

18 -1.52184 0 2.93704

19 -1.65199 0 3.26376

20 -1.75192 0 3.61749

21 -1.82516 0 3.98373

22 -1.93537 0 4.30706

23 -2.02213 0 4.61713

24 -2.14409 0 4.89946

25 -2.24093 0 5.15305

26 -2.31093 0 5.37303

27 -2.4126 0 5.5931

28 -2.48494 0 5.77495

29 -2.58842 0 5.97208

30 -2.72326 0 6.19157

31 -2.88947 0 6.44006

32 -3.02412 0 6.6612

33 -3.18915 0 6.91962

34 -3.38305 0 7.21581

35 -3.54338 0 7.51169

36 -3.72889 0 7.8391

37 -3.87871 0 8.19047

38 -3.99157 0 8.57717

39 -4.12712 0 8.96723

40 -4.22705 0 9.40006

41 -4.2954 0 9.86507

42 -4.33913 0 10.3419

43 -4.42449 0 10.774

44 -4.5504 0 11.1732

45 -4.71477 0 11.5552

46 -4.85597 0 11.9041

47 -5.03155 0 12.265

48 -5.17801 0 12.5908

49 -5.29311 0 12.8859

50 -5.3759 0 13.158

51 -5.42619 0 13.4168

52 -5.50437 0 13.7125

53 -5.54865 0 14.0164

54 -5.55827 0 14.3405

55 -5.59102 0 14.684

56 -5.58721 0 15.0674

57 -5.60788 0 15.4458

58 -5.65698 0 15.803

59 -5.73821 0 16.126

60 -5.79169 0 16.4644

61 -5.88104 0 16.7599

62 -6.00539 0 17.0168

63 -6.10434 0 17.2565

64 -6.23611 0 17.4711

65 -6.3408 0 17.6564

66 -6.41723 0 17.8085

67 -6.52409 0 17.9549

68 -6.66133 0 18.1011

69 -6.82908 0 18.2531

70 -7.02758 0 18.4167

71 -7.19529 0 18.5421

72 -7.39392 0 18.6896

73 -7.56133 0 18.8023

74 -7.69746 0 18.8826

75 -7.86487 0 18.995

76 -8.0636 0 19.142

77 -8.29345 0 19.3258

78 -8.49212 0 19.4931

79 -8.65992 0 19.6505

80 -8.7971 0 19.8041

81 -8.96383 0 19.9947

82 -9.15884 0 20.2194

83 -9.32174 0 20.4617

84 -9.51055 0 20.7274

85 -9.72453 0 21.0088

86 -9.90393 0 21.3298

87 -10.1093 0 21.6454

88 -10.3431 0 21.9425

89 -10.5453 0 22.2724

90 -10.7808 0 22.5633

91 -10.9892 0 22.8639

92 -11.1724 0 23.1619

93 -11.3906 0 23.4238

94 -11.5836 0 23.6648

95 -11.7503 0 23.8788

96 -11.8897 0 24.0609

97 -12.06 0 24.2363

98 -12.2009 0 24.3743

99 -12.3115 0 24.4734

100 -12.4523 0 24.5813

101 -12.562 0 24.65

102 -12.6405 0 24.6796

103 -12.7492 0 24.7257

104 -12.8265 0 24.7332

105 -12.8723 0 24.7022

106 -12.9485 0 24.6886

107 -13.055 0 24.6917

108 -13.1918 0 24.7119

109 -13.3589 0 24.7497

110 -13.5566 0 24.8067

111 -13.7849 0 24.8849

112 -14.0441 0 24.987

113 -14.3343 0 25.1163

114 -14.6558 0 25.2764

115 -14.9461 0 25.4091

116 -15.2676 0 25.5785

117 -15.558 0 25.7305

118 -15.8789 0 25.9215

119 -16.1688 0 26.1079

120 -16.4276 0 26.2972

121 -16.7147 0 26.5202

122 -17.0286 0 26.7722

123 -17.3093 0 27.0509

124 -17.5556 0 27.3644

125 -17.8266 0 27.682

126 -18.124 0 27.9913

127 -18.4506 0 28.2796

128 -18.7459 0 28.599

129 -19.0126 0 28.9376

130 -19.2538 0 29.2813

131 -19.4718 0 29.6167

132 -19.667 0 29.9333

133 -19.8386 0 30.2235

134 -20.0439 0 30.5034

135 -20.2824 0 30.7841

136 -20.5535 0 31.0768

137 -20.7949 0 31.3333

138 -21.0053 0 31.5568

139 -21.1843 0 31.7527

140 -21.3319 0 31.927

141 -21.51 0 32.14

142 -21.7174 0 32.3911

143 -21.9524 0 32.678

144 -22.2127 0 32.9959

145 -22.4377 0 33.3387

146 -22.626 0 33.717

147 -22.8374 0 34.0983

148 -23.0133 0 34.5222

149 -23.1575 0 34.9786

150 -23.3385 0 35.3915

151 -23.558 0 35.7603

152 -23.7559 0 36.1141

153 -23.9906 0 36.4428

154 -24.2606 0 36.7591

155 -24.5046 0 37.0403

156 -24.7204 0 37.2842

157 -24.968 0 37.5474

158 -25.1849 0 37.7764

159 -25.4328 0 38.0383

160 -25.6488 0 38.2783

161 -25.8942 0 38.5563

162 -26.167 0 38.8707

163 -26.4646 0 39.2173

164 -26.7257 0 39.5865

165 -27.0084 0 39.9723

166 -27.2533 0 40.4011

167 -27.5237 0 40.8173

168 -27.7626 0 41.2657

169 -27.9763 0 41.7269

170 -28.2307 0 42.1433

171 -28.4658 0 42.5412

172 -28.7394 0 42.9198

173 -28.9901 0 43.2659

174 -29.2752 0 43.6218

175 -29.5316 0 43.9422

176 -29.757 0 44.2306

177 -30.0125 0 44.5543

178 -30.296 0 44.9148

179 -30.6039 0 45.3095

180 -30.8737 0 45.7188

181 -31.1041 0 46.1587

182 -31.2943 0 46.6417

183 -31.4464 0 47.1698

184 -31.5681 0 47.7271

185 -31.7319 0 48.2359

186 -31.8803 0 48.7295

187 -32.0136 0 49.198

188 -32.1876 0 49.6648

189 -32.3378 0 50.098

190 -32.4585 0 50.4981

191 -32.5461 0 50.8716

192 -32.5989 0 51.2305

193 -32.676 0 51.6234

194 -32.774 0 52.0446

195 -32.832 0 52.4981

196 -32.8494 0 52.9959

197 -32.8293 0 53.5379

198 -32.8429 0 54.0432

199 -32.8359 0 54.5505

200 -32.8137 0 55.0418

